id,value,communal_type,house_id
899c0078-1a04-4455-903a-7ea6552885e4,0,ELECTRIC,428abae4-b0a0-4bf4-867c-6fadbccdc51c
f9aa55bb-3350-4aff-a2a1-fb759a84ebec,0,ELECTRIC,25a34d3d-ef03-4be0-963a-d9374e2e8927
53516f59-5321-4a38-8e63-f6af8be50422,0,ELECTRIC,fba45834-43db-4423-acf0-66a9ca1b9e1a
0840e1d1-26bf-4dd5-84c8-83eab262107b,0,ELECTRIC,e097175c-28e8-40e5-87a4-f40898ed979e
f3dbb42e-3716-47b9-ae70-b4a14b482d03,0,ELECTRIC,9d5663fc-521a-48aa-896f-47100b792080
90966045-30bf-411e-8d52-6924e9aa1ab1,0,ELECTRIC,916c51da-6b18-44e7-ac78-864272364b45
3abe16d5-95a4-45eb-9bb4-176ad9a9eeee,0,ELECTRIC,ead83ae0-f090-4a02-a990-508b55b03295
bb0abd27-1bbc-4fad-bf3a-889a36a1c6cb,0,ELECTRIC,80014ba0-221c-4420-939e-88d387e3bde9
553a75db-38f0-40b6-9ba5-c01278dfe3f9,0,ELECTRIC,f6a62faa-d7b9-4b48-89f9-92229821c0bc
707ddd32-e01d-4ba6-be2c-2f89dc6ce00d,0,ELECTRIC,2b35bb64-99ff-4e4f-8909-849b232e07c3
6b3faeec-8e29-4967-903c-f92d580595bb,0,ELECTRIC,1b44b7a4-1e35-4893-8d2a-83da17d9ae17
c9c1a828-6f5e-4ce7-80c7-2dfc561ea7ad,0,ELECTRIC,c259f7ce-4073-493f-8449-20b9fa477ede
899ef6dc-7f7e-4a5d-ab06-29191e914d8d,0,ELECTRIC,bae08a40-94b2-4b10-97c2-faab422d25f7
7ce699e4-4084-4a99-8f21-401c79de0798,0,ELECTRIC,155457de-6472-4831-a7a6-de79249ab55b
21f8705f-d467-4b66-9565-f0c066ddb4e5,0,ELECTRIC,21c5cf43-c2ee-4bb5-87a0-9a38a59bcea7
cd771e2d-f049-4b84-b0c4-41b0be4ece5c,0,ELECTRIC,8e1659d5-a054-4905-8de3-001b97a7c8f3
66fcce45-63e1-4e68-aeea-7a255a6565c8,0,ELECTRIC,0c185ab0-9e80-4ae5-b2f5-88abe5cab95d
446a9ad6-d8c5-497d-a570-f759b05804df,0,ELECTRIC,15f270ea-fe92-4725-9ede-14c72ebda3c9
0e3de132-41bd-48b9-8717-f27daa9efac6,0,ELECTRIC,4887028f-49e1-4809-b9ee-a30425372279
612d7d69-2e4f-4667-bf80-77f3a2ac8d79,0,ELECTRIC,0cfe98f6-787d-439e-90f6-3e565d238175
395df5d2-8d51-48bf-8612-1d6ebbfb78ca,0,ELECTRIC,af9429de-8572-4df2-a69d-d1ed42f8d300
de33e2ee-230e-4cdf-974f-72ecd4cf353a,0,ELECTRIC,651fb442-7795-4aa4-bce8-17272b3b491e
6125cc2c-fdfb-4c3f-bfb5-0a7901ef8ec3,0,ELECTRIC,8bec03e1-03ed-44bc-ac01-3d988c25cbb2
ac0d6aab-7ee0-45ca-977b-f456222781f7,0,ELECTRIC,2d4e8483-b2dc-426f-af8e-1ac9a3c7a572
47f03fd1-3a76-4a9a-b684-252c7264f089,0,ELECTRIC,a860f181-330c-4c92-ab8e-fafed0d14e99
7bd1d723-df96-4e96-b998-c97979e93844,0,ELECTRIC,c1f5c262-1efb-4903-baaf-4a23716e3b9c
80b2f147-0f21-4f7e-92bd-bcb529ec84ac,0,ELECTRIC,ed4bda35-2934-460a-ae33-bb5b3ff68802
38328170-ec38-457b-b89d-560c21ecc81c,0,ELECTRIC,976366cd-8e8b-4b51-af4a-08106fff09e1
77f82e89-49a6-4a5c-9ca5-f44d07186bd0,0,ELECTRIC,9b9f454c-7501-494f-a448-15787d8d1ee4
a703c121-3610-43d9-9c4d-23c8937d8cb1,0,ELECTRIC,af082fe3-a1f7-4ac8-b344-14897eb3961e
23450bb7-930c-424c-bd25-08653dc452ac,0,ELECTRIC,13e793cc-e6de-4b21-9026-55f06c7a345e
3d063ec8-3457-4755-b4a2-86cabf2fc2d6,0,ELECTRIC,ea9a2589-ec63-40c3-87fd-50c42dcdda70
8a8c711f-1561-43d7-bae2-26b80401e9ec,0,ELECTRIC,b5edff36-4247-4e3e-8c44-2aa57ae2755b
4a5988a0-3134-45b1-9668-1c60944e145c,0,ELECTRIC,ac4328af-1fe6-4bf1-9a0b-e45f4cfcbffb
6b1f5043-faf9-4bca-876d-4327b5de843e,0,ELECTRIC,7f425253-2407-40d8-8ac4-673241400f06
28612da5-52a6-4076-9dd3-bf7936bd48dc,0,ELECTRIC,a1c934cb-ff23-434f-bea1-d06690fac1b3
0b44fbb2-59bc-41cb-9787-d2d29d20190f,0,ELECTRIC,1c7fd01b-f623-4262-a21e-3ca7c0cdb1cb
6dc89507-1ec6-47b1-ae6c-ef39ee671caf,0,ELECTRIC,c413a663-0029-468e-85b4-b1e9fb7881f7
4aeb9915-e35e-47c2-8c47-4dbca2ab54b3,0,ELECTRIC,461c13cc-0db8-402c-b665-673f4a5afa0a
6b3ca45f-69c1-4072-93c8-395c01e074d8,0,ELECTRIC,2ac4f23d-7ead-4a77-95be-db5d1f3db59f
b9352cff-d525-41e4-8354-08fb85736be8,0,ELECTRIC,b1c56abb-53ad-4a38-88d2-c483e67f205e
e534eab2-aad2-4cb3-964c-4f82784baaf4,0,ELECTRIC,33479a70-20ff-45b7-96a7-53cf9d4bd6b6
e707c86a-55d3-460e-8dd6-c189cd3dccaf,0,ELECTRIC,f0ce5af9-62e4-41de-b9ae-c8e761096c1e
f6518fcd-f603-4842-87d3-58311f9dfb62,0,ELECTRIC,91c3ac11-5a05-444d-87e1-a4a0ab8c1ddb
1ec24c9b-01e5-4903-ae75-64832b452e60,0,ELECTRIC,5dab2dec-f903-4946-8b02-24f29c7d681e
65158b3d-3b82-4ec4-a2a4-832a551f32b7,0,ELECTRIC,abfd996c-fbc7-499c-ad79-4fa2c410c5ae
886495de-9716-4185-ac69-ff5d01402e8f,0,ELECTRIC,e939f20e-f4f4-4eb2-91ec-e0f87d97df65
0d8d908d-557a-494e-8b8b-fa0a53aa6fad,0,ELECTRIC,5cf7ca4c-ca11-434d-979d-9d4809f62db8
d796a22c-abe4-4d15-b5ae-f104b31a0abd,0,ELECTRIC,2775cb63-1c79-44f2-ab55-d50f734d4980
d653acd7-1eb6-4ea8-8abc-00f15ba56b4a,0,ELECTRIC,c0fc56b7-ccd4-40f9-9e9a-04d799aed69c
93cbd12d-9900-4a06-a9ea-fe7de6f55ee5,0,ELECTRIC,756069d0-bd5f-4745-98bf-26bffbd57ff1
029796ca-3213-47f3-affd-fa02fe697aeb,0,ELECTRIC,35282b4a-e982-4341-a68d-2231b5e16071
93cb1b95-fce6-454d-bb29-1148b1ecdd85,0,ELECTRIC,f559990e-7814-4a7b-a2ca-505aed7e128c
a72ac3a1-f1c2-49c3-a9a3-1bd104d67fb2,0,ELECTRIC,923eb8f6-a858-457c-9c9c-80a11a116298
5aae4767-a9b4-4d60-ac61-ad4a3700dca5,0,ELECTRIC,942376bc-3837-4ec3-a560-a1c3024b898f
df542b1e-464d-4592-a025-05e7adf42fdc,0,ELECTRIC,deb1a07e-3dd5-4125-afad-3af29eacf225
4ae93046-7102-482a-a686-49b70e2398c5,0,ELECTRIC,451ee752-d972-48bb-828d-ff4142f5c2ef
9c37fc78-1aad-43d2-924e-7efe6475046e,0,ELECTRIC,914cccfe-e0b5-4170-a482-0a621e9f2bde
0ddd401c-ac2c-4fbb-b2d0-0e4e65d10130,0,ELECTRIC,cd9373ca-91c4-4968-839f-dfdbcb043835
93d646e6-4b84-4e74-9a25-e91715df04a4,0,ELECTRIC,6e3a2163-f638-492a-a4bb-85d144df590d
b2f8b37a-d942-4115-ac1c-8feda855307b,0,ELECTRIC,b81d0dbe-fc1c-480b-8351-357f7b0b0049
84f28140-ebb5-4ef5-bbf8-8ae844159681,0,ELECTRIC,894f0c75-b904-468e-9d88-457b0cc57234
704d9d1e-03ea-42ef-9ff3-cee9c9423417,0,ELECTRIC,7473d509-2be5-4f0c-a295-6a9c67fe7eda
e212a4b9-6273-40a1-b921-6ed7d514e3d6,0,ELECTRIC,52a5632f-3927-44f6-874b-704f5aa50bfb
409e2329-d4b5-46ff-9052-0995f82e2d2e,0,ELECTRIC,a2e3e89b-4637-4dd6-bbcb-5aa843f5238f
ed1b9e50-1f7e-4185-b8f1-671b8ae32ebb,0,ELECTRIC,4f5a9bf0-21fb-4a0e-96b7-6252c0850f31
7b8b516c-85a3-4acc-afa5-7ce218189ccf,0,ELECTRIC,21f3586c-b731-4917-b3d0-93fca54625a5
48ffe480-2b2e-4505-9ae3-c75cd0ad784a,0,ELECTRIC,7ed856ad-e4b2-4991-a661-74dcd73a10dd
148af6f2-3aeb-4f81-a942-5ffddad11e40,0,ELECTRIC,e590dc6c-eea9-4d9c-b0f8-5af02321b225
cd276288-581b-4454-9a20-3ebe780c10d4,0,ELECTRIC,eaafeef0-212e-4900-aa95-0b22e1be8953
414979f1-2e07-42a1-8a36-c2dd7771c0d6,0,ELECTRIC,19b210d6-36a8-4aca-9a34-27424e89c9cb
ebc63458-64e6-4132-95c0-84a8f6f6afbf,0,ELECTRIC,42e90b65-8d10-4317-b7c0-a605910bf0a4
edd209e2-dac8-4ad2-aa83-9c9e8df57dfa,0,ELECTRIC,bf96ee20-6636-4cfb-82aa-0c018352214b
d68bbe0f-083e-4645-9d67-3c846f8d5b04,0,ELECTRIC,d874315b-7d28-4950-b46d-528c2ff885ca
b3a7358c-216a-4667-8b92-6dd551fa22fd,0,ELECTRIC,03825154-a376-4ec2-8b45-c1179444d7a1
13a4739b-636c-44e7-905f-00dfe53ffd59,0,ELECTRIC,eaefb6c8-f774-4406-98df-b0d49cef007c
f8a06883-70be-48b0-b7b1-86c37bb9406e,0,ELECTRIC,a8ad4ec9-e19b-403d-aca9-a3c1f441a62b
f6090a89-57a8-410f-8712-0c565f5c0a5f,0,ELECTRIC,692ffbd5-a0c3-4426-b17f-c548b7c69fbe
efbb7af8-5b9a-471f-b13d-edf880cb6000,0,ELECTRIC,6d5c927b-e49b-453d-8783-523a7401e53c
d70558fd-3e5e-48ec-a3b7-c426db8b9a08,0,ELECTRIC,e7c28c5c-f164-4971-85e1-33ee5072c48f
77f5009c-e9fd-4a4c-88fd-3f8a22ec9daf,0,ELECTRIC,1a8289b1-4b8f-46e2-95c1-7a83de6dd2c4
94e6d4ee-5231-4e47-91fb-aa6606626709,0,ELECTRIC,88c972be-1db0-4335-931d-0100867b0248
5a4572dd-f53c-4323-aa04-33d3c6b9589a,0,ELECTRIC,604a5f84-69c4-4526-85f2-3ebb8bd65f6d
fc580ad8-7a28-4bfe-a568-4b94d42fde04,0,ELECTRIC,9f6dcedd-6e62-492e-a567-246f1a6562f9
4630f91d-6b84-40ad-af60-e1259b845932,0,ELECTRIC,bac714c0-9238-4315-80e2-dc058b602389
e6bd0706-c4f4-4055-90b4-a7efc36ad303,0,ELECTRIC,bdd55a24-9c6a-4476-840e-0c8a64c18599
0419114d-2332-43f1-a90d-e6e690f9b9fa,0,ELECTRIC,21c12f4a-82ef-40b4-9ed2-700a63fb9278
3662e303-5bd1-4a78-9dc3-11c1c6c90919,0,ELECTRIC,f8459c4c-34d5-4b95-b51c-56d2ff9d7e07
f9da3237-20e0-4300-afb8-aac05d6955f8,0,ELECTRIC,ab9870f2-8982-4d0b-b9fb-ffac71dea63f
acfc6b4d-b464-4fc0-b630-a3f4ec1c123e,0,ELECTRIC,2b21944c-a679-4c35-b9cd-09ab271bc011
4ec1b524-3022-401f-baa1-8731a85411ef,0,ELECTRIC,d8ec4123-4e13-44d6-83c3-d10baf65178a
89391bd2-380f-4a21-95f6-ae5f01b58461,0,ELECTRIC,ec503ccc-745e-4ab5-9a39-194cce4c254b
551d6052-a9b1-452f-80c0-1c29319e934c,0,ELECTRIC,e35b9858-8886-4dd5-9c17-aa7c5ab667a3
1eb01fac-b61e-445e-b972-af37f4ecbb8e,0,ELECTRIC,8dbd117e-e777-49c1-866c-8e7dfc36d2d5
2eaf89d9-44a7-429d-b3fb-bede63931349,0,ELECTRIC,d424312c-dffe-4ae1-837a-2d46910b8ffe
945f91f9-1116-4bc1-bcf5-e09d51189d36,0,ELECTRIC,00eafe11-c6dc-4535-b466-0e6c61f9b8df
8e0a49ef-6505-400f-87e5-daaa367603c9,0,ELECTRIC,2a2d2506-8bed-422d-af9b-041e1d67b67e
e3c734a4-8b92-400f-8a8f-d4e8bcd01348,0,ELECTRIC,de6f44eb-e23e-4e98-a900-727db02a6ba6
369736f1-c7e9-44b9-a748-90cfd57ab600,0,ELECTRIC,52e97dbb-bec1-45d5-9141-3a4e09866687
5e2c7e0b-b1d8-4836-8cf3-0185f3e31d74,0,ELECTRIC,7c47e282-c7de-4b46-8d4d-f1063cdb2454
3ffd5a4a-ca57-450f-a262-8a13e0dc5f7d,0,ELECTRIC,8168ab1e-f9eb-4ee0-af6c-fc22d2a3fda2
44eb1cd1-e022-44e0-b322-b5e1fb55e202,0,ELECTRIC,62a90c10-f8f1-4104-92e3-ccda8cf53bf1
e6570eff-bec6-4b25-a043-47f222d7fc9c,0,ELECTRIC,515a7c9b-8a87-4ed5-82d8-dc3f9f57fdf7
25bd8f6e-fd63-48e9-93de-485c5f4fbbf4,0,ELECTRIC,f0dbf71f-59d8-4db8-ab02-160aa029bc05
0b749279-aa85-4926-ac22-4b73f372e7c7,0,ELECTRIC,d33deac0-ac46-44a4-b06d-4071b8e3691c
8b8b11e4-fa76-43a4-9e85-d6f07269ab53,0,ELECTRIC,25f05385-648a-4b2c-b3b1-3dadeadbbbd7
f35bb34f-2e84-4bae-b613-67f17c81df92,0,ELECTRIC,816ab8c3-160a-42ea-9d80-fea15d764b6f
5afc80e2-da56-4c74-9a29-47bdb12c234a,0,ELECTRIC,784140a5-adca-4c6a-989d-f0ce87220227
f27f767a-bb83-45d1-9fb0-0c91ad59ed41,0,ELECTRIC,15601f7c-4f0c-4787-9d31-c5ebd3571422
bc98dc7a-a085-437a-ad6b-7330806400fc,0,ELECTRIC,969c1fcb-3939-4e60-a138-8b55974fb331
4f425fea-3d53-45bb-ab15-5fef7292b344,0,ELECTRIC,1bb1c258-f16e-4452-8644-06085861ee9b
2c37a4aa-c85b-4e41-b7ac-51b5dc050ff1,0,ELECTRIC,e006e4f2-b56c-4a3d-85e3-e0709ff83a94
c4156a17-425b-400a-8488-2dcf376e1b97,0,ELECTRIC,9b812eaf-31a9-4bb0-9402-34d1ef08b74a
31640766-0bae-48bd-afea-1c6de46c581a,0,ELECTRIC,c0c4e047-94e1-435f-9eca-b051cdf3e5b0
40ec5381-0c90-4645-b591-86848a89d284,0,ELECTRIC,4c512e32-ef91-4622-bdb7-024a9761d84b
e92aa310-5523-41ed-9afc-89458761df00,0,ELECTRIC,914a859e-0494-4d41-9b3b-178077f53406
e412092a-bfaf-4f75-bc50-dbc8fb8e593e,0,ELECTRIC,bd05d642-4a52-4f8a-995e-992e725cfdf6
0a1a4ca8-7932-4cbd-b773-27ff2c0cbea6,0,ELECTRIC,939bd922-da3b-4711-9145-df48bd1f3574
5ff962f2-1eee-414b-82c9-33ffec60c512,0,ELECTRIC,311dd981-cc98-4e47-93fb-b71b85d9e901
9b64cf3d-ccc6-4833-bc89-deecb6513a0c,0,ELECTRIC,babf2ae8-d866-4ba6-9fec-b35d55433b3e
a92b43cd-41c1-48b7-a5e8-68ab2d057830,0,ELECTRIC,9bb0390b-c0a4-4026-adb3-43e9fd88e7d0
46729222-27d2-48b1-b792-4a59219920a5,0,ELECTRIC,1ec3c180-fc3e-49c2-99f0-012fbc57f86a
e7ff2eb7-2809-42e7-8544-6666139f1bdc,0,ELECTRIC,7f61a168-9b80-4512-945e-0d676df6ad9e
cbaf9be4-e23b-4ccd-ac8f-308246cd2a92,0,ELECTRIC,428b6839-8e37-4492-a5a9-85f3b58c73d8
1fff31ba-6acf-4e86-95d1-653352732e27,0,ELECTRIC,7d0a086f-7c4c-404b-9b9f-c39641a4a1e4
e4039985-f638-4f36-8cae-aa2f4a61367f,0,ELECTRIC,e4e1ce95-f57b-46dd-baca-7d706385694d
51311817-a7e2-4832-a3b2-ae19abeca62a,0,ELECTRIC,e30377fa-3da0-4447-a066-1ac19c444681
3e611412-fa39-4449-aa27-9e638feea360,0,ELECTRIC,a6fca5c3-d9f4-4ba7-a2b6-c8108e9064bc
a04a8fc3-d0e5-46b1-a03d-88a3e8551e05,0,ELECTRIC,3f5b2d35-efc3-4efa-a17d-b8c2d3169593
a8f97a15-ee01-48a1-b4b0-f3eaa052718a,0,ELECTRIC,267f1768-e69f-49a4-aedd-f8414514ebd0
163da319-f7c1-4370-b741-592deb68328a,0,ELECTRIC,ee4cdd03-9e30-4d8d-941b-effab7f4d402
6c747f6a-a2cd-4c01-8ecb-f575cc51214a,0,ELECTRIC,af99871e-f6b8-414b-b9c8-18e7589ddd65
35840fcb-5333-4f58-a633-45f086c87c40,0,ELECTRIC,f7ea8e77-5442-4a2e-bd49-ca9a435f740b
cff11f51-421e-4a12-864c-932b538e3593,0,ELECTRIC,91fcac3e-b3c4-47bb-bff5-5d388fa0488d
a817b84f-0790-42cf-9f13-fdbf263e183c,0,ELECTRIC,3d81dfbf-63a2-4d40-a77d-3b3141a4a037
2f2802b4-8150-4247-8822-4220bcf56189,0,ELECTRIC,b848a8d2-0578-4c98-9326-47d81816136a
1baa33c2-cd67-4238-a444-b9d8f68cd22f,0,ELECTRIC,63e68b94-3821-4e4a-84cd-739e383d0b84
50381e95-96be-45f8-b569-0909d4688591,0,ELECTRIC,00f93d59-d2a8-434e-9e10-b430ce17a886
87c8f930-75bd-4914-b48a-8b896e8d6197,0,ELECTRIC,3b6a147f-35aa-43d3-b022-bc0931aa7ab1
c05906e8-cdd2-48f4-a0a4-e30b820bc144,0,ELECTRIC,71a9107c-8ec7-4805-95e4-d4a42e4b460e
631ac023-99dd-4e4c-8fd1-40be28d345ac,0,ELECTRIC,984ca893-c952-4d79-8789-c8f77e6c0f48
6477019d-a8ea-4610-ab4e-c8de1edfe916,0,ELECTRIC,8dcac0fb-f5b6-4da6-b21c-f40dcd0de992
942f9666-2a1d-4abb-b08c-90c0b4d96fc0,0,ELECTRIC,67276ec7-497a-4273-a85d-4b1e4ca5aec7
0f3a6114-57a8-42cc-9545-2b059c09f6e7,0,ELECTRIC,3ffef1bd-7400-4515-ac2d-b385a347be1d
f3027789-a956-484c-8e99-1f10bb8f07e9,0,ELECTRIC,5bfd8c09-32f7-4172-8527-dc21ccfcec26
e5697c7d-e226-4a2d-86c6-7bdae0efcc53,0,ELECTRIC,75d16159-0da3-4e4e-9c8c-23df41e36a37
04c908fc-ceb2-45fb-962b-06e0545994ea,0,ELECTRIC,0abcbdef-954b-4f79-9dd9-5bfd79694cdb
a9bdb721-8344-4b1e-8ddc-f94258918fa9,0,ELECTRIC,b1bbeea4-45d0-43b9-86e3-80ec1833e3d4
213a090f-3b5d-4fa3-a947-97c7d2e96c20,0,ELECTRIC,56fe1b52-a980-459d-b579-73bd60ae685f
4dd346e3-5fd1-4356-9e83-5642adbb2150,0,ELECTRIC,533747a6-1ca7-4967-a367-95a2323fbdfc
7b4327fe-4c2e-4f78-b938-4a3599c939ef,0,ELECTRIC,17fc7688-5ba8-410d-b02a-740075182a30
088c038d-2911-44a6-958d-01d60faeb8bd,0,ELECTRIC,7c21a2c1-335e-4662-84c9-9c3d947673c7
7ee1912d-68d6-406a-9c91-08adee4b8aef,0,ELECTRIC,b7ea99a9-79e7-4e5c-a3f6-bac08b79d08b
b123a8b7-600e-43e7-a9f2-880cd5e31871,0,ELECTRIC,ee03b89f-855d-4ec1-8740-5d56ccb7b55b
8a4e809a-c22d-4c21-bb01-e545d5138c6c,0,ELECTRIC,d73c5718-b10d-447c-a441-e970658eff54
0d91ecd0-29aa-4f5d-a198-b0735dae7d8b,0,ELECTRIC,05c57afe-810f-4895-9455-827c3e6dac95
e3287699-6e10-4f00-8ef7-48d82b570b56,0,ELECTRIC,452b6908-f9ef-47dc-9905-608b372f4687
f367958d-be1f-4563-9d2f-ea6715eca363,0,ELECTRIC,92d2d416-0448-4bb1-b19f-3a9cb11b9561
419c2556-ae5b-4378-a6bf-13f0282f0ba2,0,ELECTRIC,4ca8acd5-f232-4eda-8469-295e3b5b4b7a
00d017a2-8f6e-45b2-a6e7-561c03bc621b,0,ELECTRIC,5ce38ace-5983-46c1-a2d9-4820534033ce
9ecbfeda-d0c4-4ccf-8283-0d217d01717b,0,ELECTRIC,41eea24a-ee6b-468f-82a0-51251b4a2709
d6f6d8cb-846e-4522-bc5e-f080f607d46b,0,ELECTRIC,b8d7e034-5851-4109-beb1-2c01cf9c39c2
3449ea23-658e-4e15-be06-5c28d2012e44,0,ELECTRIC,fd2045f5-f76f-4c41-a5e5-d758e52f71f9
ecbfb657-d841-4788-a11e-5a15f8f079cc,0,ELECTRIC,2ed0ab1d-cc94-4f5b-b514-6852dd2103e4
861788f1-4888-4ba7-b040-f9f676e1cf1d,0,ELECTRIC,b6050c20-aa60-4cfa-8274-7c1467fbcdd7
efcebb23-2bfb-4b9c-a678-3f0c62f959cc,0,ELECTRIC,4a6b072b-a190-48a0-846a-c82f8408a9fc
0000aecf-9963-485b-ae06-f6176659b839,0,ELECTRIC,33031d60-cdb7-4369-aa12-65e149d7d109
ba892526-cf0f-498e-ab41-b502526bb84c,0,ELECTRIC,a1b91742-d88d-4c14-a1b0-6bc05ec2ada1
efdbeec3-54ea-4492-b713-a62acfb409d2,0,ELECTRIC,d1c955c0-96e7-4ef6-bb1d-01df886895f6
79b50196-baf0-4c7b-9f07-2c1a3335cbf5,0,ELECTRIC,74c07ee7-df01-45f4-9cf3-ac0dfd5d9b07
0970cdc8-db41-4b2e-a680-3350b26b0425,0,ELECTRIC,eb5c8be9-923d-4058-9d60-1d505b06a26e
a2156aef-3f34-45f9-bcae-22f0730b5a51,0,ELECTRIC,57603b02-0347-4c8c-bbb4-4688f60cc0a8
3ba6fb23-da00-4864-8c5d-82dcd65813fe,0,ELECTRIC,f06e24ba-1f73-4dda-b495-c344cb71d89f
8e7d569f-f165-42a3-94ab-672030da04d9,0,ELECTRIC,2fb1b26c-9ce1-4114-ba3c-18edf924731f
f275f419-7bcf-4e43-9990-5a9a4e068ba3,0,ELECTRIC,34f56022-4e74-40a3-b067-9f728494f951
20998b46-e946-4307-b9e4-46416c33774e,0,ELECTRIC,17937791-ee0e-44ef-9d65-c0b1a958c2e7
2f3555c9-101c-46b2-b2cd-460c3bdd5d0f,0,ELECTRIC,aaeb3008-aa98-49b8-99a7-60627f20199a
